38800	98.04
39000	98.22
39200	98.28
39400	98.25
39600	98.19
39800	98.41
40000	97.98
40200	98.37
40400	98.62
40600	98.12
40800	99.08
41000	98.25
41200	99.29
41400	98.48
41600	98.19
41800	98.24
42000	98.31
42200	98.08
42400	98.93
42600	98.15
42800	98.21
43000	98.04
43200	98.16
43400	98.32
43600	98.57
43800	98.05
44000	97.90
44200	98.05
44400	98.27
44600	98.10
44800	97.92
45000	98.22
45200	98.35
45400	98.00
45600	98.19
45800	98.11
46000	98.40
46200	98.23
46400	98.26
46600	98.16
46800	98.10
47000	97.92
47200	98.03
47400	98.15
47600	98.15
47800	98.66
48000	98.42
48200	98.08
48400	98.92
48600	99.68
48800	98.64
49000	97.90
49200	97.96
49400	98.91
49600	97.99
49800	98.55
50000	98.26
50200	98.54
50400	98.18
50600	99.17
50800	98.52
51000	98.13
51200	98.05
51400	98.57
51600	98.97
51800	98.65
52000	98.78
52200	98.49
52400	99.36
52600	98.82
52800	98.58
53000	99.20
53200	98.71
53400	98.73
53600	100.33
53800	98.94
54000	98.79
54200	98.85
54400	98.81
54600	98.58
54800	98.58
55000	99.17
55200	98.91
55400	99.06
55600	99.21
55800	99.13
56000	99.23
56200	99.47
56400	99.30
56600	99.61
56800	99.19
57000	99.27
57200	99.47
57400	99.15
57600	100.31
57800	99.19
58000	99.58
58200	99.40
58400	99.40
58600	99.14
58800	99.56
59000	99.39
59200	99.52
59400	100.42
59600	100.53
59800	100.08
60000	99.97
60200	100.03
60400	99.68
60600	100.30
60800	99.98
61000	99.76
61200	99.98
61400	99.71
61600	99.87
61800	99.97
62000	100.14
62200	99.98
62400	99.74
62600	99.79
62800	99.65
63000	99.88
63200	100.09
63400	100.52
63600	99.96
63800	100.84
64000	99.82
64200	99.93
64400	99.87
64600	99.78
64800	99.94
65000	99.80
65200	99.85
65400	100.01
65600	100.55
65800	102.59
66000	101.40
66200	101.15
66400	100.82
66600	100.50
66800	100.32
67000	100.40
67200	100.54
67400	100.76
67600	102.72
67800	100.98
68000	100.90
68200	101.02
68400	101.16
68600	100.69
68800	100.76
69000	102.10
69200	101.65
69400	101.19
69600	101.29
69800	101.13
70000	101.26
70200	101.79
70400	101.42
70600	102.20
70800	101.77
71000	101.42
71200	101.72
71400	101.53
71600	101.25
71800	101.75
72000	101.84
72200	101.84
72400	101.76
72600	101.99
72800	101.71
73000	101.77
73200	101.60
73400	101.46
73600	102.88
73800	102.08
74000	102.06
74200	102.00
74400	101.96
74600	101.94
74800	101.95
75000	102.01
75200	102.80
75400	102.39
75600	102.48
75800	102.33
76000	102.28
76200	102.91
76400	102.88
76600	102.69
76800	102.88
77000	102.65
77200	102.96
77400	102.98
77600	103.93
77800	103.53
78000	103.73
78200	103.38
78400	103.22
78600	103.26
78800	103.20
79000	103.33
79200	103.29
79400	103.29
79600	103.99
79800	103.75
80000	104.10
80200	103.65
80400	103.47
80600	104.43
80800	103.78
81000	104.14
81200	104.32
81400	105.34
81600	105.20
81800	104.27
82000	104.93
82200	105.83
82400	105.02
82600	105.68
82800	105.25
83000	105.18
83200	105.28
83400	105.52
83600	105.00
83800	105.66
84000	105.52
84200	106.44
84400	106.05
84600	105.91
84800	105.19
85000	105.67
85200	105.36
85400	105.99
85600	105.22
85800	105.88
86000	105.73
86200	105.50
86400	105.85
86600	105.63
86800	105.71
87000	105.80
87200	105.88
87400	106.40
87600	106.35
87800	106.37
88000	106.18
88200	106.43
88400	107.59
88600	107.82
88800	106.71
89000	106.65
89200	107.00
89400	106.61
89600	106.56
89800	106.88
90000	106.77
90200	106.60
90400	107.33
90600	107.19
90800	108.57
91000	107.52
91200	107.35
91400	107.25
91600	107.42
91800	107.43
92000	108.97
92200	108.17
92400	107.96
92600	107.68
92800	108.09
93000	108.86
93200	108.15
93400	107.96
93600	107.67
93800	107.52
94000	108.09
94200	108.36
94400	107.90
94600	107.94
94800	108.43
95000	108.25
95200	108.44
95400	108.29
95600	108.10
95800	108.24
96000	108.36
96200	107.81
96400	108.92
96600	109.35
96800	109.40
97000	109.03
97200	108.62
97400	108.45
97600	108.78
97800	108.75
98000	108.53
98200	108.46
98400	109.02
98600	109.11
98800	109.39
99000	109.08
99200	109.08
99400	109.23
99600	108.78
99800	109.00
100000	108.88
100200	110.01
100400	109.85
100600	109.55
100800	111.05
101000	111.86
101200	109.22
101400	109.06
101600	108.86
101800	108.93
102000	108.97
102200	108.98
102400	109.24
102600	109.67
102800	109.67
103000	109.61
103200	109.81
103400	110.75
103600	110.30
103800	110.57
104000	111.42
104200	110.46
104400	110.44
104600	109.66
104800	109.89
105000	109.68
105200	110.18
105400	110.05
105600	109.68
105800	109.96
106000	109.80
106200	109.93
106400	110.03
106600	109.90
106800	111.86
107000	112.50
107200	111.20
107400	111.48
107600	110.86
107800	111.14
108000	113.01
108200	112.17
108400	110.28
108600	110.61
108800	110.86
109000	111.11
109200	110.85
109400	110.82
109600	110.38
109800	110.48
110000	110.27
110200	110.34
110400	110.96
110600	110.82
110800	110.56
111000	110.64
111200	111.29
111400	110.78
111600	111.51
111800	111.43
112000	111.57
112200	111.47
112400	110.97
112600	110.97
112800	110.72
113000	110.88
113200	111.68
113400	111.20
113600	111.59
113800	111.67
114000	111.72
114200	111.94
114400	111.65
114600	111.29
114800	112.63
115000	111.85
115200	112.01
115400	111.22
115600	111.33
115800	111.96
116000	111.59
116200	112.43
116400	111.36
116600	111.59
116800	111.72
117000	111.42
117200	111.79
117400	112.43
117600	111.96
117800	112.33
118000	111.68
118200	111.59
118400	111.78
118600	113.62
118800	112.77
119000	111.92
119200	112.04
119400	112.26
119600	112.07
119800	111.84
120000	111.77
120200	112.28
120400	112.16
120600	112.11
120800	112.85
121000	112.74
121200	112.44
121400	112.33
121600	111.96
121800	112.00
122000	112.16
122200	112.38
122400	112.12
122600	112.37
122800	112.30
123000	111.96
123200	112.01
123400	112.39
123600	113.07
123800	113.21
124000	113.13
124200	112.45
124400	112.48
124600	112.59
124800	112.66
125000	112.34
125200	112.88
125400	113.27
125600	114.20
125800	112.76
126000	112.39
126200	112.69
126400	112.50
126600	112.31
126800	112.47
127000	112.62
127200	112.94
127400	112.31
127600	112.57
127800	112.87
128000	112.72
128200	114.18
128400	112.56
128600	112.62
128800	113.37
129000	114.20
129200	113.34
129400	113.53
129600	113.60
129800	112.87
130000	112.95
130200	113.10
130400	113.03
130600	112.83
130800	114.12
131000	112.92
131200	113.06
131400	113.48
131600	113.14
131800	113.39
132000	113.37
132200	113.01
132400	113.04
132600	113.14
132800	113.28
133000	113.75
133200	113.44
133400	113.49
133600	112.95
133800	113.08
134000	113.28
134200	113.22
134400	113.30
134600	113.38
134800	113.24
135000	113.53
135200	113.15
135400	113.51
135600	113.16
135800	113.26
136000	113.55
136200	113.63
136400	113.46
136600	113.39
136800	113.67
137000	113.72
137200	113.54
137400	113.42
137600	113.79
137800	113.40
138000	113.42
138200	113.94
138400	113.68
138600	114.01
138800	113.74
139000	114.16
139200	113.73
139400	113.45
139600	113.73
139800	113.90
140000	114.10
140200	113.67
140400	113.67
140600	113.64
140800	114.02
141000	115.66
141200	114.11
141400	114.12
141600	113.64
141800	113.68
142000	114.31
142200	114.40
142400	113.98
142600	113.90
142800	113.83
143000	113.71
143200	114.11
143400	113.87
143600	113.88
143800	114.03
144000	114.18
144200	114.12
144400	114.10
144600	114.16
144800	114.01
145000	114.12
145200	114.45
145400	114.40
145600	114.60
145800	114.25
146000	114.35
146200	114.23
146400	114.36
146600	114.97
146800	115.24
147000	115.13
147200	114.69
147400	114.83
147600	114.29
147800	114.34
148000	114.57
148200	114.44
148400	114.34
148600	114.32
148800	114.24
149000	115.14
149200	114.73
149400	115.13
149600	115.64
149800	114.70
150000	114.63
150200	114.87
150400	114.66
150600	114.64
150800	114.73
151000	114.40
151200	114.45
151400	114.89
151600	114.52
151800	114.62
152000	114.85
152200	114.61
152400	114.57
152600	114.44
152800	114.45
153000	115.55
153200	115.64
153400	115.41
153600	115.22
153800	114.76
154000	114.94
154200	115.05
154400	114.95
154600	115.79
154800	115.35
155000	115.54
155200	115.23
155400	115.50
155600	114.94
155800	115.10
156000	115.32
156200	114.83
156400	115.15
156600	115.40
156800	115.91
157000	116.07
157200	116.29
157400	116.27
157600	115.17
157800	114.67
158000	115.14
158200	115.38
158400	115.22
158600	114.95
158800	115.09
159000	115.55
159200	114.95
159400	115.40
159600	115.53
159800	115.90
160000	115.46
160200	115.62
160400	115.68
160600	117.26
160800	116.35
161000	115.62
161200	115.46
161400	115.43
161600	115.47
161800	115.04
162000	115.70
162200	115.27
162400	115.16
162600	117.31
162800	116.61
163000	117.19
163200	117.79
163400	116.02
163600	117.89
163800	118.32
164000	118.05
164200	116.45
164400	115.98
164600	116.07
164800	116.40
165000	116.08
165200	115.63
165400	115.74
165600	116.06
165800	116.11
166000	115.36
166200	116.09
166400	115.31
166600	115.38
166800	115.56
167000	115.65
167200	115.59
167400	115.89
167600	115.54
167800	115.83
168000	115.66
168200	115.44
168400	115.32
168600	115.66
168800	115.84
169000	115.45
169200	115.59
169400	115.46
169600	115.66
169800	115.55
170000	115.37
170200	115.58
170400	115.94
170600	115.50
170800	115.54
171000	115.99
171200	115.53
171400	115.65
171600	115.70
171800	116.16
172000	115.84
172200	116.03
172400	116.17
172600	116.08
172800	116.22
173000	116.30
173200	116.47
173400	116.39
173600	116.10
173800	115.82
174000	116.21
174200	115.95
174400	116.86
174600	116.18
174800	116.21
175000	115.87
175200	115.85
175400	116.42
175600	115.86
175800	116.96
176000	115.94
176200	116.31
176400	116.63
176600	116.80
176800	115.89
177000	116.32
177200	116.05
177400	115.91
177600	116.74
177800	116.86
178000	116.41
178200	116.44
178400	116.66
178600	116.42
178800	116.34
179000	116.39
179200	116.34
179400	116.16
179600	116.41
179800	116.57
180000	116.13
180200	116.34
180400	116.37
180600	115.88
180800	115.88
181000	115.86
181200	116.08
181400	115.91
181600	116.05
181800	116.58
182000	116.23
182200	116.15
182400	116.00
182600	116.71
182800	116.63
183000	116.05
183200	117.22
183400	116.37
183600	116.12
183800	116.56
184000	116.41
184200	117.01
184400	116.59
184600	116.18
184800	116.24
185000	116.17
185200	116.28
185400	116.22
185600	117.10
185800	116.82
186000	117.70
186200	117.43
186400	117.44
186600	117.03
186800	116.44
187000	116.80
187200	116.60
187400	117.18
187600	116.52
187800	117.06
188000	117.56
188200	117.19
188400	116.98
188600	116.71
188800	116.92
189000	116.90
189200	116.59
189400	116.71
189600	116.35
189800	116.68
190000	117.49
190200	118.12
190400	116.46
190600	116.66
190800	116.76
191000	116.62
191200	116.42
191400	117.80
191600	116.75
191800	117.14
192000	117.36
192200	116.80
192400	116.68
192600	116.84
192800	117.07
193000	116.41
193200	116.71
193400	116.79
193600	116.97
193800	116.56
194000	116.62
194200	116.47
194400	116.57
194600	116.41
194800	116.65
195000	116.80
195200	116.64
195400	116.85
195600	117.13
195800	117.70
196000	117.32
196200	117.11
196400	116.81
196600	117.33
196800	116.91
197000	116.60
197200	117.31
197400	116.70
197600	116.72
197800	116.84
198000	116.84
198200	116.96
198400	116.89
198600	116.92
198800	117.22
199000	117.80
199200	117.59
199400	117.49
199600	117.40
199800	117.39
